bulk_id,slab_millers,slab_shift,slab_comp,top,slab_identifier,Ametal,Bmetal,Cmetal,surface_energy,Cost,DFT_ads_E,symbol,AandB,reaction_type,activity_pathway,optimal_energy,activity_width,source_file,processed_date,ascicat_version,bimetallic_filtered
mp-11552_H_1_221,221,,,,,Pt,Ti,,1.459167996813119,15357.00586,-0.30304897,TiPt,Pt-Ti,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1180_H_0_221,221,,,,,Mn,Pt,,1.739731848135278,23030.4009125,-0.29930358,MnPt3,Mn-Pt,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1183969_H_1_221,221,,,,,Cu,Sb,,0.5318582600943615,15.0918025,-0.15024316,Cu3Sb,Cu-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-12086_H_0_221,221,,,,,Cu,Pt,,1.295684217056571,7684.57142,-0.29489366,Cu3Pt,Cu-Pt,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-12086_H_1_221,221,,,,,Cu,Pt,,1.294837005979449,7684.57142,-0.24726563,Cu3Pt,Cu-Pt,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-12107_H_0_221,221,,,,,Pt,Ti,,1.8072919778302596,23032.092930000003,-0.28422957,TiPt3,Pt-Ti,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-12594_H_1_221,221,,,,,Ir,Ti,,1.7438898112494765,68323.75086,-0.38311261,TiIr,Ir-Ti,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-13100_H_0_221,221,,,,,Mo,Pt,,1.6174782694428993,23045.870270000003,-0.29597249,MoPt3,Mo-Pt,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-649_H_0_221,221,,,,,Fe,Pt,,1.7041321936211251,23030.4100125,-0.33660882,FePt3,Fe-Pt,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-922_H_0_221,221,,,,,Co,Pt,,1.6516458948840582,23038.809965,-0.3625702,CoPt3,Co-Pt,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1207123_H_1_221,221,,,,,Nb,Sb,,1.3602971050345165,54.835764999999995,-0.18215324,Nb2Sb2,Nb-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-13138_H_0_221,221,,,,,Cu,Sn,,0.9187315884388058,15.4369325,-0.27265801,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-19856_H_0_221,221,,,,,Pt,Sn,,0.9427426072728003,15368.911025,-0.25837218,Sn2Pt2,Pt-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-19856_H_1_221,221,,,,,Pt,Sn,,0.9488248106611732,15368.911025,-0.1546355,Sn2Pt2,Pt-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-2845_H_0_221,221,,,,,Pt,Sb,,0.6614876089598022,15368.220765,-0.11240567,Sb2Pt2,Pt-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-30846_H_0_221,221,,,,,Pt,Sn,,0.7161938291968459,12301.25723,-0.15305477,Sn6Pt4,Pt-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-30846_H_1_221,221,,,,,Pt,Sn,,0.7379931731536422,12301.25723,-0.14831022,Sn6Pt4,Pt-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-30846_H_2_221,221,,,,,Pt,Sn,,0.7215282886041526,12301.25723,-0.16593802,Sn6Pt4,Pt-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-810_H_0_221,221,,,,,Ni,Sb,,0.8822441975982408,22.50325,-0.21281032,Ni2Sb2,Ni-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-810_H_1_221,221,,,,,Ni,Sb,,0.8993142696330475,22.50325,-0.201408,Ni2Sb2,Ni-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1217110_H_3_221,221,,,,,Ru,Ti,,2.797101654280871,4056.4593760000007,-0.19003341,Ti4Ru,Ru-Ti,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1078699_H_0_221,221,,,,,Nb,Pt,,2.090503841258972,23050.487500000003,-0.38428474,Nb2Pt6,Nb-Pt,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20900_H_0_221,221,,,,,Cu,Sb,,0.6545562009656577,15.0918025,-0.27518839,Cu6Sb2,Cu-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20900_H_1_221,221,,,,,Cu,Sb,,0.7339192946164582,15.0918025,-0.34363293,Cu6Sb2,Cu-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20900_H_2_221,221,,,,,Cu,Sb,,0.7064509575920248,15.0918025,-0.30230174,Cu6Sb2,Cu-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20900_H_3_221,221,,,,,Cu,Sb,,0.7024080584066102,15.0918025,-0.34494688,Cu6Sb2,Cu-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20900_H_4_221,221,,,,,Cu,Sb,,0.7395150445597525,15.0918025,-0.22593418,Cu6Sb2,Cu-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20900_H_5_221,221,,,,,Cu,Sb,,0.7359700782689796,15.0918025,-0.18155188,Cu6Sb2,Cu-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-581786_H_0_221,221,,,,,Cu,Sn,,0.9371570147492624,15.4369325,-0.22132383,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-581786_H_1_221,221,,,,,Cu,Sn,,0.9552088663905924,15.4369325,-0.13593819,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-581786_H_2_221,221,,,,,Cu,Sn,,0.9683614225445016,15.4369325,-0.18781383,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-581786_H_3_221,221,,,,,Cu,Sn,,0.9175379464783834,15.4369325,-0.19890817,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-581786_H_5_221,221,,,,,Cu,Sn,,0.9594240599831364,15.4369325,-0.22595291,Cu6Sn2,Cu-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20714_H_2_221,221,,,,,Fe,Sb,,0.8208636585485946,19.54103666666666,-0.12118899,Fe2Sb4,Fe-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20714_H_3_221,221,,,,,Fe,Sb,,0.9441538721365528,19.54103666666666,-0.26678021,Fe2Sb4,Fe-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20928_H_2_221,221,,,,,Ru,Sb,,1.0284350710173646,6771.164353333331,-0.18387927,Sb4Ru2,Ru-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20928_H_3_221,221,,,,,Ru,Sb,,1.1520055505297428,6771.164353333331,-0.31911135,Sb4Ru2,Ru-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-9835_H_0_221,221,,,,,Co,Sb,,0.8418700093832959,30.74097333333332,-0.32635401,Co2Sb4,Co-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1072181_H_0_221,221,,,,,Fe,Sb,,0.4641970571112371,19.54103666666666,-0.26319651,Fe2Sb4,Fe-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-1072181_H_1_221,221,,,,,Fe,Sb,,0.635321022506894,19.54103666666666,-0.26640297,Fe2Sb4,Fe-Sb,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20086_H_0_221,221,,,,,Mn,Sn,,0.9412600008558636,20.449249999999996,-0.14672684,Mn2Sn4,Mn-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20086_H_1_221,221,,,,,Mn,Sn,,1.1148994473622582,20.449249999999996,-0.15905963,Mn2Sn4,Mn-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20155_H_0_221,221,,,,,Co,Sn,,0.8107973203166616,31.66131999999999,-0.14918236,Co2Sn4,Co-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-20155_H_2_221,221,,,,,Co,Sn,,0.792209376290914,31.66131999999999,-0.23532628,Co2Sn4,Co-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-22752_H_0_221,221,,,,,Fe,Sn,,0.881321899591497,20.461383333333327,-0.2331692,Fe2Sn4,Fe-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-22752_H_2_221,221,,,,,Fe,Sn,,0.8605838710416468,20.461383333333327,-0.37154025,Fe2Sn4,Fe-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-510219_H_0_221,221,,,,,Ru,Sn,,0.9432197853471612,6772.084699999998,-0.25717356,Sn4Ru2,Ru-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-510219_H_1_221,221,,,,,Ru,Sn,,1.1221709484819655,6772.084699999998,-0.27850883,Sn4Ru2,Ru-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-510219_H_2_221,221,,,,,Ru,Sn,,0.9350583236383234,6772.084699999998,-0.37401592,Sn4Ru2,Ru-Sn,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
mp-568_H_0_221,221,,,,,Sb,Ti,,0.9080657708260692,21.78492666666666,-0.33963829,Ti2Sb4,Sb-Ti,HER,H_adsorption,-0.27,0.15,,2025-10-28,ASCICat-v1.0,True
